Egyptian Cobra|Reptile|2390|USD|The Egyptian cobra (Naja haje) is a species in the genus Naja, found in Africa and the Arabian Peninsula. It is one of the largest Naja species in Africa. The Egyptian cobra was first described by Swedish zoologist Carolus Linnaeus in 1758. The generic name naja is a Latinisation of the Sanskrit word nāgá (नाग) meaning "cobra". The specific epithet haje is derived from the Arabic word hayya (حية) which literally means small "snake"-according to the Quran or "viper".|https://vignette.wikia.nocookie.net/animals/images/2/20/Egyptian-Cobra.jpg/revision/latest?cb=20130807221716
Round Island Burrowing Boa|Reptile|1790|USD|The Round island burrowing boa (Bolyeria multocarinata), is a extinct species of snake in the Bolyeriidae family, in the monotypic genus Bolyeria, which was endemic to Mauritius/Mauritius. The species was last seen on Round Island in 1975. No subspecies are currently recognized. It reached about 1 m (3 ft 3 in) in length, but preserved specimens have reported total lengths of 54-140 cm. Its colour was described as light brown with blackish spots dorsally and pink marbled with blackish ventrally. It had a pointed snout with a cylindrical body and head. Its general body form suggests that the Round Island Burrowing Boa had fossorial tendencies.|https://vignette.wikia.nocookie.net/animals/images/3/31/Bolyeria-multocarinata.jpg/revision/latest?cb=20140807031644
Nile Crocodile|Reptile|14990|USD|The Nile crocodile (Crocodylus niloticus) is an African crocodile and may be considered the second largest extant reptile in the world, after the saltwater crocodile (Crocodylus porosus). The Nile crocodile is quite widespread throughout Sub-Saharan Africa, occurring mostly in the central, eastern, and southern regions of the continent and lives in different types of aquatic environments such as lakes, rivers and marshlands. Although capable of living in saline environments, this species is rarely found in saltwater, but occasionally inhabits deltas and brackish lakes. The range of this species once stretched northward throughout the Nile, as far north as the Nile delta.|https://vignette.wikia.nocookie.net/animals/images/a/a9/Nile_Crocodile.jpg/revision/latest?cb=20181231201310
American Alligator|Reptile|17890|USD|The American Alligator is a large reptile that lives in the Southeast parts of the United States. The American alligator has a large, slightly rounded body, with thick limbs, a broad head, and a very powerful tail. Adult alligators generally have dark grey or nearly black color. They may at times appear to be lighter based on detritus or algae in the water covering their skin. Alligators eat fish, turtles, snakes, mammals, and amphibians. Hatchlings diet on invertebrates, insects, larvae, snails, spiders, worms, and other small prey. Young alligator regularly eat small fish at any opportunity.|https://vignette.wikia.nocookie.net/animals/images/0/03/American_Alligator.jpg/revision/latest?cb=20190101172010
Black Mamba|Reptile|2290|USD|The black mamba (Dendroaspis polylepis) is a venomous snake endemicto parts of sub-Saharan Africa. Specimens vary in colour from grey to dark brown, but not black. Juvenile black mambas tend to be lighter in colour than adults and darken with age. It is the longest species of venomous snake indigenous to the African continent; mature specimens generally exceed 2 meters (6.6 ft) and commonly attain 3 meters (9.8 ft). Specimens of 4.3 to 4.5 meters (14.1 to 14.8 ft) have been reported.|https://vignette.wikia.nocookie.net/animals/images/c/cf/Black_Mamba.jpg/revision/latest?cb=20190101165636
Saltwater Crocodile|Reptile|31990|USD|The Saltwater Crocodile is a specie from the Crocodylus genus. It is found in suitable habitats from Northern Australia through Southeast Asia to the eastern coast of India. Saltwater crocodiles are the largest extant riparian predators in the world. However, they start life fairly small. Newly hatched saltwater crocodiles measure about 28 cm (11 in) long and weigh an average of 71 g (2.5 oz).[35] This distinct contrast in size between hatchlings and adult males is one of the greatest in terrestrial vertebrates.[citation needed] Males reach sexual maturity around 3.3 m (10 ft 10 in) at around 16 years of age, while females reach sexual maturity at 2.1 m (6 ft 11 in) and 12-14 years of age.|https://vignette.wikia.nocookie.net/animals/images/c/c1/Saltwater_Crocodile.jpg/revision/latest?cb=20180202031609
Panther chameleon|Reptile|1199|USD|The panther chameleon (Furcifer pardalis) is a species of chameleon found in the eastern and northern parts of Madagascar in a tropical forest biome. Additionally, it has been introduced to Reunion and Mauritius. The panther chameleon was first described by French naturalist Georges Cuvier in 1829. Its generic name (Furcifer) is derived from the Latin root furci meaning "forked" and refers to the shape of the animal's feet. The specific name pardalisrefers to the animals' markings, as it is Latin for "leopard" or "spotted like a panther".  The English word chameleon (also chamaeleon) derives from Latin chamaeleō, a borrowing of the Ancient Greek χαμαιλέων (khamailéōn), a compound of χαμαί (khamaí) "on the ground" and λέων (léōn) "lion".|https://vignette.wikia.nocookie.net/animals/images/c/c1/Image-1459175441.jpeg/revision/latest?cb=20160328143041
King Cobra|Reptile|1990|USD|The king cobra (Ophiophagus hannah) is an elapid found predominantly in forests from India through Southeast Asia. This species is the world's longest venomous snake, with a length up to 18.5 to 18.8 ft (5.6 to 5.7 m). Despite the word "cobra" in its common name, this snake is not a member of the Naja genus ("true cobras"), which contains most cobra species, but the sole member of its own genus. It preys chiefly on other snakes and occasionally on some other vertebrates, such as lizards and rodents. The king cobra is a dangerous snake that has a fearsome reputation in its range, although it typically avoids confrontation with humans when possible.|https://vignette.wikia.nocookie.net/animals/images/9/9c/King_Cobra_Close.jpg/revision/latest?cb=20120525094332
Cape Melville Leaf-tailed Gecko|Reptile|99|USD|The Cape Melville leaf-tailed gecko, (Saltuarius eximius), is a species of gecko that is endemic to the Melville Range on Cape Melville in Northern Australia. The species was described in 2013 by Australian zoologists Conrad Hoskin (of James Cook University) and Patrick Couper (curator of herpetology at Queensland Museum). The lizards are about 20 cm long and are believed to be a relic species from the time period rainforests were more abundant in Australia. The name derives from the Latin word for "extraordinary" or "exquisite", and refers to the lizard's distinctive, camoflauged appearance. It hides among rocky boulders in the day and emerges at night to hunt on rocks and trees.|https://vignette.wikia.nocookie.net/animals/images/0/06/The_Cape_Melville_Leaf-tailed_Gecko_%28Saltuarius_eximius%29._Photo_by_Conrad_Hoskin.jpg/revision/latest?cb=20140423213111
Axolotl|Amphibian|99|USD|The Axolotl is a specie from the Ambystoma genus. The species originates from Lake Xochimilco underlying Mexico City. Axolotls have feather-like external gills, and lidless eyes. They are closely related to Tiger salamanders, and many mistaken axolotls for Tiger Salamander larva Color Variations Axolotls of various colours occur in captivity, including grey, shades of brown, leucistic (white with black eyes), golden albino, white albino, as well as other varieties, such as the melanoid (a near-black animal). The normally coloured axolotl, the "wild type", can be near-black, or even creamy in colour, and anywhere in between.|https://vignette.wikia.nocookie.net/animals/images/3/39/Mexican_Axolotl.jpg/revision/latest?cb=20120530090251
Cream-backed Poison Frog|Amphibian|49|USD|The Cream-backed Poison Frog is a specie from the Hyloxalus genus. It is endemic to Ecuador. The cream-backed poison frog is named for its back, which is cream-coloured in the males; this is the most notable difference between the sexes.|https://vignette.wikia.nocookie.net/animals/images/0/07/Hyloxalus.png/revision/latest?cb=20100731123857
Tiger Salamander|Amphibian|79|USD|The Tiger Salamander is a specie from the Ambystoma genus. The species originates from numerous lakes, such as Lake Xochimilco underlying Mexico City. Thick-bodied amphibians with short snouts, sturdy legs, and long tails, tigers are the largest land-dwelling salamander on Earth. They can grow to 14 inches in length, but the average size is more like 6 to 8 inches. Highly voracious predators, they emerge from their burrows at night to feed on worms, insects, frogs, and even other salamanders. Their population is healthy throughout their range, but deforestation, pollution, and rising acidity levels in their breeding pools is affecting their distribution.|https://vignette.wikia.nocookie.net/animals/images/c/c8/Salamandra_Tigre.png/revision/latest?cb=20120530094118
Adelphobates galactonotus|Amphibian|129|USD|Adelphobates galactonotus, also known as the splash-backed poison frog or splashback poison frog, is a species of frog in the Dendrobatidae family. It is endemic to the rainforest of the southern Amazon Basin in Brazil. Its natural habitats are tropical moist lowland forests and intermittent freshwater marshes. Though a common species, it is threatened by habitat loss.|https://vignette.wikia.nocookie.net/animals/images/b/b2/Adelphobates-galactonotus.jpg/revision/latest?cb=20150626050901
Bale Mountains Tree Frog|Amphibian|169|USD|The Bale Mountains tree frog (Balebreviceps hillmani), is a species of frog in the Brevicipitidae family. It is monotypic within the genus Balebreviceps. It is endemic to the Bale Mountains of Ethiopia. Its natural habitats are tree heath (Erica arborea) woodlands near the timberline as well as partly cleared mixed forests further down. Despite its entire range being within the Bale Mountains National Park, it is threatened by habitat loss and deterioration (deforestation) caused by cattle grazing, firewood collection, fencing, and settlement development.|https://vignette.wikia.nocookie.net/animals/images/0/03/Male-Ethiopian-short-headed-frog.jpg/revision/latest?cb=20150622043022
Cape Rain Frog|Amphibian|99|USD|The Cape rain frog or giant rain frog (Breviceps gibbosus), is a species of frog in the Brevicipitidae family. Krefft's Warty Frog. It is endemic to South Africa, where it occurs in the far south-western Cape, in Cape Town and northwards as far as Citrusdal. In this area it inhabits Mediterranean-type shrubby vegetation, known as fynbos, renosterveld, pastureland on farms, rural gardens, and even urban areas. It seems to adapt well to suburban gardens, but like most frog species it is vulnerable to herbicide poisons and domestic pets.|https://vignette.wikia.nocookie.net/animals/images/1/1a/20110913durbanville-caperainfrog.jpg/revision/latest?cb=20150617222413
Desert Rain Frog|Amphibian|179|USD|The Desert rain frog (Breviceps macrops), is a species of frog in the Brevicipitidae family. It is found in Namibia and South Africa. Its natural habitats are subtropical or tropical dry shrubland and sandy shores. It is threatened by habitat loss. The desert rain frog is a small, plump species with bulging eyes, a short snout, short limbs, spade-like feet and webbed toes. On the underside it has a transparent area of skin through which its internal organs can be seen. Its colour is yellowish-brown and it often has sand adhering to its skin.|https://vignette.wikia.nocookie.net/animals/images/4/47/Desert-rain-frog-walking.jpg/revision/latest?cb=20150618040240
Excidobates captivus|Amphibian|239|USD|Excidobates captivus, also known as the Santiago poison frog or Rio Santiago poison frog, is a species of frog in the Dendrobatidae family. It is endemic to northwestern Peru and southern Ecuador. Its natural habitat is tropical moist lowland forests. This frog is black with rows of orange-red spots on its back and yellow spots underneath. With an adult snout-to-vent length of 15 to 17 mm (0.6 to 0.7 in), Excidobates captivus is a very small species of poison frog. It is black with orange-red splotches arranged in a row down either side of the back. It also has small yellow spots above the armpit and groin and further pale yellow spots beneath the chin and scattered on the chest and belly and under the thighs.|https://vignette.wikia.nocookie.net/animals/images/9/90/Captivus5.jpg/revision/latest?cb=20150627075858
Forest Rain Frog|Amphibian|29|USD|The Forest rain frog (Breviceps sylvestris), is a species of frog in the Brevicipitidae family. It is endemic to Limpopo, South Africa. Two allopatric subspecies are recognized: the nominate one, Breviceps sylvestris sylvestris, and Breviceps sylvestris taeniatus from near Soutpansberg. Its natural habitats are temperate forests, temperate grassland, and rural gardens. It is threatened by habitat loss. Forest rain frogs can range in colour from red, orange, yellow, green, and purple. They can also vary in size from a mere 2cm and grow to be about 10cm in body length. The frogs are known to contain a defense mechanism consisting of a toxic chemical on their slimy exterior. If contact is made with this toxin the temporary effect of paralysis can occur.|https://vignette.wikia.nocookie.net/animals/images/3/33/Forest-rain-frog.jpg/revision/latest?cb=20150619050517
Golden Poison Frog|Amphibian|399|USD|The golden frog is found only in isolated regions of Panama. It's bright colour warns predators that it is toxic. Scientists believe that a major cause of its decline is climate change. During drought years, the frogs are forced into overcrowded wet areas, which lead to fatal diseases. The Golden poison frog (Phyllobates terribilis), also known as the golden frog, golden poison arrow frog, or golden dart frog, is a species of frog in the Dendrobatidae family. It is endemic to the Pacific coast of Colombia.|https://vignette.wikia.nocookie.net/animals/images/2/28/Golden-poison-frog-sitting-on-leaf.jpg/revision/latest?cb=20150701043049
Kihansi Spray Toad|Amphibian|149|USD|The Kihansi spray toad (Nectophrynoides asperginis), is a species of toad in the Bufonidae family. Females reaching up to 2.9 cm (1.1 in) long and males up to 1.9 cm (0.75 in). This ovoviviparous species was scientifically described in 1999. It was found only in the spray zone around the Kihansi waterfalls in the southern Udzungwa Mountains in Tanzania. At about 20,000 m2 (220,000 sq ft), this was one of the smallest natural distribution known for any vertebrate species, Following the construction of the Kihansi Dam, it became extinct in the wild.|https://vignette.wikia.nocookie.net/animals/images/d/d0/2145.jpeg/revision/latest?cb=20150508024143
Yellow-bellied Poison Frog|Amphibian|239|USD|The Yellow-bellied poison frog (Andinobates fulguritus), also known as the yellow-bellied poison-arrow frog or yellowbelly poison frog, is a species of frog in the Dendrobatidae family. It is endemic to northwestern Colombia and east-central Panama. Its natural habitats are tropical moist lowland forests. It is a locally common, terrestrial frog. The eggs are deposited in leaf-litter; both parents carry the tadpoles to leaf axils, usually bromeliads, where they complete their development. It is threatened by habitat loss and pollution. This species seems not to be collected for pet trade.|https://vignette.wikia.nocookie.net/animals/images/f/f9/6819263362_b66923d65a_b.jpg/revision/latest?cb=20150702233228
